X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,outcome
0,26968,5402,250,194,0.2,0.2,90,61675,65,0,0,0,0.2,2.6,3.4,144.6,116.4,1.5,370,1108394,84
0.4,26906,1458,120,92,0.4,0.4,0,28056,1,0.4,0.4,0,0,3.4,3.6,27.6,48.2,1,188,1081674,92
2.4,14684,744,74,55,0.4,0.4,2,19602,3,2.6,2.6,0,0.4,0.6,0.6,33,63.8,2,187,1022318,95
0,294255,411,53,16,1.2,4.6,1,7831,3,0,0,0,1.2,0.2,0.2,79.6,96.4,2.2,3741,1821334,97
0,2056,156,9,17,0.2,0.2,0,2898,0,0,0,0,0,0,0,15.6,16.8,1,6472,1871632,98
0,436938,4425,523,387,11.8,19.8,1,105307,41,0,0,0,0,11.8,12.4,505,925,2.5,1401,1106198,59
0,82944,955,77,106,1.2,1.4,0,127270,5,0,0,0,0,8.4,11.2,69.6,125.2,1,658,1059768,93
0,2085,160,12,16,0.2,0.2,0,8670,0,0,0,0,0,0.2,0.2,15.6,16.8,1,7248,1863704,98
0,11629,792,71,40,0.2,0.2,29,55572,22,0,0,0,0,0,0,15.6,16.8,1.4,6796,1853318,96
0,348950,2356,250,74,0.8,0.4,1,17696,4,0,0,0,0.4,9.6,9.6,50.6,112.6,2,2550,1016749,90
0,1972,1364,69,62,0.2,0.2,0,16209,0,0,0,0,0,0.2,0.4,15.8,17.4,1.6,690,1734606,96
4.19,297313,3441,379,251,3.19,3.79,1,175290,7,14.77,71.66,130.94,0.6,53.49,84.43,180.04,416.77,1.6,170,1009493,74
12.8,469921,1676,479,199,1.2,2.6,6,25152,12,35.8,70.4,105,8.4,17,22.8,84.2,265.2,1.4,131,960402,87
4,361869,1643,338,266,1,0.8,3,28712,25,5.4,20.6,32.6,50.4,14.2,29.8,83.6,190,197,88,12,0
0,86750,682,144,167,0.2,0.2,81,138284,143,0,0,0,0,0.2,0.4,14.6,16.8,2,1756,1762155,95
12.6,58112,2650,143,112,1.4,4,61,39991,46,32,47.4,62.4,0.8,21.8,32.8,159.6,278,1.6,298,1053496,84
0,35358,725,92,77,0.6,0.6,0,12244,1,0,0,0,0,0,0,42.4,49.6,1.2,673,1760488,90
0,123060,3111,177,131,1.8,2.2,4,53761,22,0,0,0,0.6,0.4,0.4,146.6,235.6,1.5,969,1077584,87
20.12,552187,1784,106,65,1.39,3.78,9,20575,11,104.18,237.45,524.3,0.4,75.3,148.41,54.58,317.53,1,323,1100151,79
6.19,284087,3566,280,265,1.6,4.39,0,337511,6,13.17,45.51,158.68,0,34.13,66.87,101.6,139.72,2.2,326,1063309,80
0,307107,1569,260,134,1.6,3.6,29,241976,43,0,0,0,0,1,1.2,107.4,213.8,3.4,2497,1581968,91
8,215408,3857,294,218,3,11.6,14,170249,28,11.8,15.6,11.4,5.4,41.8,49.8,292.6,472,7.6,277,1313382,79
0,1521,437,57,46,0.4,0.4,2,13330,3,0,0,0,0,0,0,34.8,39.8,2,658,1721608,96
0,263237,2724,214,178,2.2,1,0,109902,3,0,0,0,0,1.2,1.2,106.2,212.4,3.2,853,1537499,88
0.6,110507,1349,84,55,1.19,4.97,56,21563,41,0.8,0.8,0,2.58,1.19,1.19,68.39,127.44,1,181,1018360,91
22.2,33870,1869,177,115,1.6,3.2,11,57258,16,41,95.6,125,16,34.2,43.4,134.2,273.6,1.5,139,988286,86
2.4,386171,7284,506,321,5.39,6.19,12,72448,19,4.19,5.39,4.39,0.8,20.36,21.76,235.33,461.08,2.8,439,998836,74
10.42,69701,1267,126,88,0.6,0.6,0,27538,1,27.86,55.91,91.38,0.2,3.61,3.61,51.7,102.4,2,152,979707,93
0,752,160,16,16,0.2,0.2,0,6999,1,0,0,0,0.2,1,1.2,20.64,18.64,1.4,566,1738057,97
6.2,43726,919,294,128,0.2,0.2,0,48934,1,11.6,8,0,0.2,7.8,7.8,15.4,48.6,2.4,252,1707578,95
0,110222,1456,106,64,0.6,2.2,2,27276,6,0,0,0,0.6,3.4,5.4,65.8,141.6,1,356,1021286,92
0,141455,1552,247,219,3.4,1,1,55801,4,0,0,0,0,0.2,0.2,169.4,238.2,2.2,6696,1838672,89
0,234850,2586,195,128,1.4,1.4,22,107410,28,0,0.4,3,0.6,4.4,7.8,79,233.6,8,436,1317290,88
0,352305,3107,446,377,9.2,3,1,10765,10,0,0,0,0,0,0,480.2,668,1.6,8647,1866547,77
0,80582,1650,101,85,1.4,1.8,10,45072,18,0,0,0,0,10.8,11.4,103.8,152.2,3.4,1958,1533346,92
0.2,12692,2282,401,210,0.2,0.2,0,54386,1,0.2,0.2,0,0.2,0.6,0.8,19.2,37.8,1.6,235,1742318,88
0.8,272195,3656,306,243,4,6.4,1,70513,24,0.8,2.4,9.6,1.2,14.6,39.2,242,348.2,9,310,1301122,76
0,702714,2956,295,274,1.6,1.4,2,635175,7,0,0,0,0,8.58,14.77,323.95,224.35,1790,83,16,0
0,51542,1604,179,73,1.8,2,2,16999,4,0,0,0,0,2,3.8,118.2,151,2.3,693,1069450,90
0.6,98210,2626,149,109,1,1.2,0,28706,1,1.4,1.4,0,1,3.6,3.8,61.8,105,1.2,294,1016866,91
0,9967,3334,243,139,0.2,0.2,4,55289,5,0,0,0,0,0,0,15.8,16.8,2.2,917,1646168,93
6.8,203604,2682,229,241,1.2,2.6,4,428823,13,13,14.6,10,1.2,21.6,36.2,85.6,171,3.4,355,1374622,82
8.55,250167,2570,277,119,2.58,4.37,2,21618,7,60.24,134.39,419.88,0.4,96.02,96.62,152.09,460.83,1.3,118,1123723,82
0,1376,1136,36,35,0.2,0.2,0,15696,0,0,0,0,0,0.2,0.4,15.63,17.23,1,1838,1756040,96
0,239153,5890,418,292,1,3.4,3,95900,11,0,0,0,0.6,8,8,45.2,82.4,5.4,1169,1333459,84
0,319370,2731,135,123,1,0.6,0,12894,6,0,0,0,0,44.4,74.2,68.8,150.8,2.8,3979,1718138,88
0,5039,2899,66,70,0.2,0.2,0,57219,1,0,0,0,0,0,0,35.4,17.6,2.2,2536,1644000,96
3.4,136622,3511,278,184,0.6,1.8,37,69549,70,9.2,9.2,0,0.2,2.6,3,37.4,124.2,2.8,305,1339018,92
0,6148,1776,170,126,0.4,0.6,71,30329,57,0,0,0,0.2,1.2,1.2,36.27,74.15,1,347,1093060,89
0,11415,856,64,52,0.6,0.6,1,23700,3,0,0,0,0.2,1.2,1.2,41.52,46.91,2.5,1172,974162,96
2.4,228362,3623,252,166,0.4,0.4,35,86602,72,3.8,9,12.4,2.2,7,10.6,41.4,84.2,1,422,978666,87
0,213146,450,170,40,0.2,0.2,0,200908,0,0,0,0,0,0.4,0.4,15.6,79.6,3.4,972,1744448,96
0,278545,384,151,56,0.2,0.2,1,232878,1,0,0,0,0,5.4,10,16.2,36.6,2.4,5806,1829590,95
0,47032,2191,228,146,1.6,0.6,59,37191,44,0,0,0,0,0.6,0.6,77.8,126.2,4.2,748,972698,91
0,116063,1365,101,56,0.2,0.2,1,62156,1,0,0,0,0,1.6,3.2,15.6,18.4,1,8291,1839168,95
0.6,138370,1061,122,80,0.4,0.6,67,33738,47,0.8,0.8,0,1,1.4,1.8,39.92,109.18,3,550,1009661,92
0,197373,2637,398,298,5.99,3.19,4,44202,23,0,0,0,0,8.58,8.98,273.05,474.85,1.4,585,1022631,74
0,522993,4182,770,659,2.4,1.6,1,475727,4,0,0,0,0,0.2,0.2,143.6,200,1,842,1130637,79
5.8,300310,3096,226,119,0.8,1.4,4,78270,6,12.2,28.4,37.8,1.6,0.6,0.6,77.4,188.8,6.6,143,1585784,91
0,29321,4455,304,190,0.8,0.6,2,147067,5,0,0,0,0,1.8,1.8,56.4,66,2.4,930,1377046,90
0,108422,3931,261,217,0.6,0.8,0,332231,1,0,0,0,0,9.8,18,51.2,82.6,2.2,1146,1395598,90
9.8,204070,5783,194,164,5.4,15.8,17,43945,34,25.8,75.8,165.2,3.4,23.6,36.8,233.4,433.2,2,168,1011917,77
0.2,121947,1345,138,97,0.6,1.2,0,31895,0,0.2,0.2,0,0,4.39,4.59,50.5,142.32,1,359,1029237,92
0,36566,302,33,61,0.2,0.2,0,50719,0,0,0,0,0,0.6,0.6,15.57,16.77,1,2729,1768495,94
0,72137,972,36,21,1.8,3.19,0,7678,3,0,0,0,0,0.2,0.4,146.31,180.64,1.4,7534,1865183,93
1,111229,467,142,67,0.2,0.2,0,124147,1,1.4,1.4,0,0,6.4,12.2,15.6,36.2,3.4,176,1736254,96
0,302647,1922,108,60,0.6,0.4,1,12972,2,0,0,0,0,0.4,0.8,52,73.6,1.6,1014,1743666,94
0,361705,5210,820,696,1.2,2.8,19,40816,62,0,0,0,0,3.8,5.8,71.8,253.4,3.6,657,1399072,76
3,16723,1359,149,112,0.8,0.4,0,25838,3,3,3,0,0.4,1.4,1.4,52,67.4,2,246,1118432,92
0,207334,3472,248,137,0.2,0.2,37,206626,29,0,0,0,0,4,4,15.4,60.6,3.6,3326,1346128,94
0,263138,342,45,23,0.2,0.2,1,52163,2,0,0,0,0,0,0,17.6,17.4,1.4,7495,1864622,97
10.56,202001,4918,402,238,2.39,3.98,48,157198,49,21.71,39.84,86.85,0.8,11.95,20.32,162.55,271.91,3,169,1005745,78
0,109630,403,45,13,2.2,2.2,1,25486,3,0,0,0,0,3.61,6.21,213.83,181.76,1.4,11474,1885897,90
0,95990,467,44,21,2.2,2,0,64953,2,0,0,0,0,2.2,3.8,200.8,164.6,1,7532,1865549,89
4,122876,1511,99,146,0.8,0.8,2,412045,12,25.2,54.2,93.4,0.8,33.6,50,63.2,111.4,2.8,134,1379763,88
14.6,341846,3169,245,254,0.4,1.8,44,241158,223,70.2,119.2,137.6,0,14.8,26.8,32.8,194.8,1,143,1016059,83
5.59,381629,1734,177,113,0.8,2.2,4,48488,18,13.17,16.77,6.59,7.78,2.59,4.39,238.32,126.55,2,221,1008517,91
0,53127,1317,70,80,0.6,2,11,106100,16,0,0,0,0,19.2,21.2,53.4,136.8,1.3,1090,1007282,92
0,385542,677,95,48,3.2,3.2,0,261097,3,0,0,0,44.8,7.6,13.6,304.4,345.6,2.6,3915,1810822,80
0,287782,1443,150,58,0.6,0.6,0,10512,1,0,0,0,0,0.6,0.99,51.09,72.37,2.6,2508,1690583,94
0,561341,4585,385,330,0.6,0.6,213,494475,193,0,0,0,0,36.33,70.66,43.91,181.84,2,1041,1018917,72
0,17593,2143,134,91,0.8,0.6,1,26145,5,0,0,0,0,1.6,1.6,55.09,100,1.4,547,1103411,89
0,113841,2879,309,414,2.6,4.2,1,52053,5,0,0,0,0,1.4,2.8,116.2,201.8,4.4,1722,1698174,87
0,1045,326,28,29,0.2,0.2,0,18304,0,0,0,0,0,0.2,0.2,15.8,17.2,3,581,1710640,98
7.4,284749,6663,186,86,7.6,21.8,9,160378,42,8.2,13.4,10.8,7,3.8,5.8,546,688.8,5.6,198,1538224,64
0,119766,2557,384,123,1.6,1.4,2,29714,16,0,0,0,0,46.31,48.3,148.7,242.91,2.2,2370,1511946,87
5.19,27941,5966,274,171,2.59,6.79,6,42226,17,6.99,12.57,9.58,2.99,9.58,9.58,180.64,255.89,4.6,154,1311112,76
0,99537,2533,122,116,0.8,3.2,0,100130,4,0,0,0,0,20,20.4,111.8,114.4,4,2942,1531818,90
3.8,53400,2003,103,134,0.2,0.2,2,16856,6,27.6,68.8,329.8,0.4,8.6,57.8,15.8,28.2,1,130,1054803,87
0,49708,298,54,33,0.4,1.8,1,11652,2,0,0,0,0,0.8,1.6,19,27,1.8,3916,1831197,92
0,68306,1710,131,122,0.6,1,2,103547,3,0,0,0,0,2.8,4.2,51.8,89.8,3.2,493,1063110,91
0,282286,1170,168,100,0.2,0.2,0,34783,0,0,0,0,0,4.2,6.2,15.6,45.6,1.6,1639,1073829,95
2,30354,884,73,186,0.2,0.2,0,53613,1,2.2,2.2,0,0.4,1.4,2.2,22.4,17.2,2.8,969,1716299,95
10,219990,1917,199,116,1.8,3.2,4,38219,11,22.4,74.4,120.2,2.6,17.4,42.2,192,274.2,2,159,1112970,84
4,347384,2715,244,137,1.6,1.8,4,46348,16,11.2,23.4,52.8,3,12.2,33.6,162.6,281.4,1,284,1019566,82
0,153211,1193,96,236,1.2,1.2,1,277202,6,0,0,0,0.4,0.2,0.2,134.4,90.8,4,689,1540053,92
0,78127,1302,166,145,2.2,2.4,5,33561,11,0,0,0,0,1.4,1.4,121.6,169.6,4,648,976386,91
0,48147,2360,81,67,6.2,18.2,65,72936,55,0,0,0,0.4,2.8,3.2,207.2,425.4,2,634,1082086,78
1.4,3022,2525,91,72,0.2,0.2,0,16676,0,1.4,1.4,0,0.2,0.2,0.2,15.37,33.93,1,158,1065222,93
0,18821,1059,131,110,0.6,0.6,0,30496,2,0,0,0,0,1,1,52.2,81,1,806,1016627,96
3.01,28929,3567,339,304,0.6,2.2,0,36591,1,3.01,3.01,0,0,7.62,10.02,30.46,57.11,1,271,1101937,88
0,5478,199,10,18,0.2,0.2,0,58790,0,0,0,0,0,0,0,15.63,16.83,1,7877,1875126,98
8.8,509331,5898,436,237,2.2,7.4,209,282566,219,34.2,64.6,83.8,3,25.2,62.8,175.2,210.8,4.8,141,1336872,68
0.2,145128,3731,238,185,0.8,3.39,11,69890,14,0.2,0.2,0,0.2,4.39,6.39,59.68,112.77,1,382,992198,90
11,621159,2394,234,115,2.2,6,5,132139,19,29.8,66,160.6,2.4,8.4,15.4,172,243.2,3.2,278,1536549,85
0,3987,784,56,31,0.6,0.8,0,6647,0,0,0,0,0,0.2,0.4,33.93,45.71,1,1318,1742839,95
0,45835,417,60,28,1.8,1.8,1,20821,4,0,0,0,0,0,0,69,118.2,1.6,7559,1879333,95
8.58,113794,1466,184,138,1,1.2,8,81996,11,16.77,16.57,0,0.2,2.59,2.99,85.43,187.03,1.2,291,971772,90
0,53787,363,32,28,1.6,1.6,1,31694,3,0,0,0,0,1.4,2,139.92,125.75,1,11943,1884942,93
0.6,147274,2803,125,72,0.6,2.2,4,25176,8,0.6,0.6,0,0.2,1.6,1.8,55.6,127.8,170,91,9,0
0.6,200212,4043,483,428,6,1.6,14,31160,21,0.6,0.6,0,0,0.2,0.2,290.2,432.4,1,235,1074389,80
0,426,159,11,32,0.2,0.2,0,11790,0,0,0,0,0,0,0,15.6,16.8,1,6137,1856768,98
0,71109,404,32,30,2.2,2.99,0,38940,2,0,0,0,0,3.59,5.39,181.44,181.64,1.6,2436,1816624,85
0,250243,649,154,65,0.2,0.2,0,172462,1,0,0,0,0,0,0,25.15,37.33,3.2,999,1750280,96
0,77144,477,35,30,2.2,2.2,1,25437,3,0,0,0,0,13.4,26.2,221.6,211.4,1.2,8588,1833952,89
0,81085,1535,91,79,1.4,3.6,4,23764,15,0,0,0,0,11.8,16.8,105.4,188,1.8,1561,970909,90
3.4,113728,2435,162,124,0.8,0.8,5,69800,17,3.8,3.4,0,1.8,1,1,67.6,91.2,1.5,255,1070645,90
0,78025,1012,137,112,2.6,0.8,0,6260,4,0,0,0,0,5.8,5.8,120.8,178.4,1.6,587,1742296,86
0,66939,767,86,90,1,0.8,6,55617,10,0,0,0,0.2,1,1,63.2,138.2,538,94,6,0
0,81726,2441,136,80,0.4,1.8,1,39191,2,0,0,0,0,0.6,0.8,16.43,19.04,1.2,527,1743094,94
0,129889,842,140,155,1.4,8,0,56953,5,0,0,0,0,0,0,235.6,335.4,1.8,1639,1729440,90
21.4,690532,4635,785,123,0.2,0.2,0,65110,14,70.8,164.6,307.4,0,15.6,153,15.8,113.6,1.8,132,1015157,86
0,59639,1885,165,82,1.2,1.6,2,44156,7,0,0,0,0,8.42,9.02,92.79,140.68,1,410,1067469,91
0.6,240721,1538,145,100,0.2,0.2,6,48736,9,0.6,0.8,0.2,0.2,7.8,10,27.8,33.4,355,93,7,0
2.2,48430,1952,147,94,0.6,2.6,1,37008,3,6.2,10.8,13.4,0.4,1.2,1.4,63.8,71.6,1.3,185,1081821,90
0,277646,530,91,26,0.4,0.4,1,16615,1,0,0,0,0,0,0,30.6,38.8,1.4,7648,1871579,97
0,18373,2938,148,127,0.6,3.4,3,38276,4,0,0,0,0,7.8,8.2,25.2,80.6,2,376,994544,91
0,687553,1615,375,124,0.8,0.8,19,537619,22,0,0,0,0.4,0.2,0.2,92.6,137.4,552,89,11,0
1.2,21185,1558,141,96,1.4,0.6,35,17556,25,1.2,1.2,0,0.6,0.2,0.2,77.6,118.2,3,253,1104155,89
2.2,235236,2045,79,95,1,0.6,3,89622,7,6.4,10,13.6,0.4,5,5.2,44.2,107.6,7.4,155,1300490,88
0,23523,1365,61,45,1.4,1.6,25,5039,27,0,0,0,0,0.6,0.8,84.6,115.6,2,3765,1774579,89
0,36986,800,73,57,0.4,0.4,0,17713,2,0,0,0,0,0.4,0.4,30.46,52.3,1,704,1074615,95
12.02,422098,1608,173,148,0.4,0.4,8,192255,9,37.88,68.14,85.37,0,17.64,31.66,33.47,86.77,1,146,1084374,87
0,7834,960,88,96,0.4,0.4,43,15414,27,0,0,0,0,0.4,0.6,29.34,45.51,1,2113,1070729,94
0,127508,3056,224,179,2,0.6,42,88368,31,0,0,0,1,11.2,11.8,285.2,283.8,2,510,1015450,86
4.4,417622,7952,555,470,9.2,8.8,6,41813,26,4.8,4.8,0,5.8,1.8,2.2,513.2,714,6.4,259,1331227,60
1.4,231193,4426,576,403,2.2,2.4,1,329741,3,20.4,43.2,71.6,0.4,6.6,8.2,109.6,229.2,2.6,150,1366637,83
0,557374,4475,699,425,4.2,1.2,13,557281,18,0,0,0,0,6.2,8.8,207.4,373.2,1.5,567,1040643,74
17.4,187626,2781,182,109,0.8,3.6,3,63713,8,63.6,162,435.2,0.8,18.4,32.6,43.2,280.6,2,222,1026811,84
0,908,722,33,31,0.4,1.8,0,7635,1,0,0,0,0,0.6,0.6,23.8,26.2,3.4,521,1715288,89
0,2094,218,23,28,0.2,0.2,0,7513,0,0,0,0,0,0,0,15.2,16.8,1,7696,1871514,98
2.4,221487,2128,206,118,2,2.4,8,182173,14,13.4,45.2,71.4,0.4,6.2,10,90.6,175.4,5,193,1594190,88
7.21,95158,811,81,81,0.6,0.6,2,85829,5,10.82,10.82,0,6.01,24.25,28.26,57.11,213.03,310,91,9,0
0,903563,3042,276,139,0.8,2,0,510177,3,0,0,0,0,25.85,30.66,59.72,112.22,2170,87,13,0
0,56814,220,24,21,0.2,0.2,18,20417,13,0,0,0,0,0,0,15.6,17,1.6,9290,1869141,97
2,129213,3934,407,137,7.6,8.2,0,18723,8,4.4,21.6,37.6,0.4,4.4,4.8,331.8,818.8,1.3,181,1035285,65
0,106263,2876,116,116,1.4,2,0,11368,3,0,0,0,0,9.58,16.37,125.75,159.68,3.4,4212,1715684,90
0,39910,1028,134,141,1,0.6,5,46082,8,0,0,0,0.2,5.99,6.19,62.87,130.74,5,548,973145,93
2.6,120247,4732,446,198,1.2,2.8,0,224578,1,20.2,36.8,61,0,47.6,93.2,102.4,195.2,2.8,329,1382184,83
3.2,254144,2349,344,125,2.6,6,2,189500,17,12.2,25,69.6,0.6,4.4,4.8,501.2,212.6,1.6,171,1120445,83
0,131305,3614,236,266,4.39,19.96,2,514045,9,0,0,0,0,10.78,16.97,238.32,397.41,2.6,869,1031599,74
0,23105,1507,144,91,0.4,1.8,7,26379,10,0,0,0,0,19.24,20.84,33.67,94.39,2.2,1074,975830,91
0,284141,597,100,56,2.2,2.2,20,231272,16,0,0,0,0,3.8,6.4,196,171.2,3.2,3454,1823072,85
3.4,49962,3107,270,198,1.6,1.8,2,60719,4,3.6,13.8,16.6,1.2,13.6,14.2,91.4,220.6,5,156,1020181,88
0,33847,704,53,55,0.2,0.2,4,36582,6,0,0,0,0,1.4,1.4,18.6,25,2,4818,1672818,96
0,281537,414,167,56,0.6,2.6,11,281447,12,0,0,0,0,0,0,57,53.6,2.6,5535,1828835,96
0,423,148,8,15,0.2,0.2,0,3942,0,0,0,0,0,0,0,15.6,16.8,1.2,6458,1871616,98
7.2,415969,3870,162,96,2,6.6,4,37617,12,25.2,58.2,105.2,3,44.2,68.8,139.4,246.6,5.8,162,1290510,66
0,272169,1414,191,319,1,0.6,1,51784,10,0,0,0,0,0.6,0.6,50.2,81,2.6,1420,1715034,90
0,220447,992,165,77,0.8,2,1,162750,12,0,0,0,0,0.8,0.8,51.8,74,4.2,2634,1575016,96
0.2,174672,2634,255,127,1,3.6,0,33215,1,0.2,0.2,0,0,0.4,0.4,121.6,141,1.4,415,1093984,86
1.6,619161,5442,675,383,5.8,3.8,7,49966,36,4,5.4,5,0.4,17.8,40,255.6,602.6,7.2,573,1292381,67
0,39922,3654,104,138,0.2,0.2,0,137992,1,0,0,0,0,0.6,0.6,15.6,16.8,2.4,3124,1647952,95
0,2084,277,46,38,0.2,0.2,19,4319,13,0,0,0,0,0,0,16.8,16.8,2.2,6442,1712288,97
0.6,437640,5073,405,176,0.6,2,1,205496,1,1,0.8,0,0,1.6,1.6,32.2,143,3.8,2180,988968,86
0,21680,373,51,16,0.2,0.2,1,8776,1,0,0,0,0,0,0,15.6,16.8,1,5384,1860088,98
1.4,111286,3862,239,266,2.4,2.4,10,94229,21,12.8,8.4,0.8,4.8,17.8,22.2,96.8,223.8,7.2,343,1310246,88
0,347219,3178,247,157,0.2,0.2,0,175897,1,0,0,0,0,20.6,37.6,15.6,51.8,3.6,3999,1334674,91
0,89501,936,74,44,0.2,0.2,0,63905,3,0,0,0,0,12,12,21.4,47.8,3,446,1704470,94
1.6,388668,2590,210,119,1.8,1.8,11,216314,20,2.8,2.8,0,0,7.2,8.4,103.8,382.2,5,434,1315821,85
0,135030,1681,180,162,2.6,0.8,0,50758,4,0,0,0,0,0,0,132.8,186,2.2,2067,1719888,91
0,175026,2605,176,103,0.4,0.4,1,45282,4,0,0,0,0,2.6,4.2,34.8,43.8,3,427,1629016,92
0,176272,2008,157,91,0.2,0.2,0,59457,1,0,0,0,0.2,1,1.2,22,17.8,3.2,385,1702584,92
1.2,8414,1253,78,105,0.2,0.2,2,32783,4,1.4,1.4,0,0.6,0.8,1,24.4,22.4,1.8,270,1090680,94
10.22,306676,6838,508,367,4.81,3.21,3,208280,10,26.65,29.66,24.85,2.61,2.61,8.82,245.49,457.92,1.5,187,1012170,74
0,5602,1193,48,39,0.2,0.2,7,23886,9,0,0,0,0,0,0,15.77,31.74,2.8,902,973503,95
0,141172,1723,81,55,0.8,0.8,0,28012,4,0,0,0,0,8.02,25.05,67.54,161.12,2.8,517,1068305,90
12.8,289968,1343,154,131,0.8,0.4,0,140984,1,20.4,19.6,0,10,6,9.2,48.8,71.8,2.4,218,1740122,81
3.8,131842,3165,188,136,2,0.8,2,6803,5,20.8,74,146.2,0.2,4,7,106.2,263.2,2.2,155,1381774,90
0,62480,1668,135,109,7.82,21.24,1,37958,10,0,0,0,0.8,10.42,10.62,293.79,505.81,2.3,514,1084282,77
0,102227,454,38,39,0.8,1.2,0,8211,1,0,0,0,0,1.6,1.6,72.4,171.2,1.6,1454,1753898,87
0,29410,1490,147,111,1.4,4,1,32328,3,0,0,0,0,1.2,1.4,72.8,84,1.8,1147,1124344,91
2.81,616266,2618,316,191,0.8,0.8,111,107389,80,11.02,14.63,13.83,3.81,16.83,37.27,69.54,192.38,3.2,468,1028564,83
48.4,216323,3164,165,158,1.2,1,12,361322,19,100.4,102.2,23.8,4.4,3.8,7,104.8,106.4,4.4,251,1525315,82
0,20124,1927,102,81,0.4,0.6,0,27027,1,0,0,0,0,0.4,0.4,34.4,45,2,793,1052765,95
0,21978,1098,189,292,0.4,1.8,4,751823,5,0,0,0,0,0.4,0.4,33.2,53,1,634,960042,90
0,364223,3828,283,224,0.6,0.6,131,169192,133,0,0,0,0,7.77,9.76,75.5,134.26,1.3,1070,1010744,83
3.6,335229,4004,245,116,11.8,34.6,1,40091,46,5.2,10.6,12.6,6.2,14.6,17,385,727,1.6,207,1095094,63
0,165041,574,161,56,1.2,1.2,12,135206,15,0,0,0,0,0.4,0.4,74.8,107,3.4,1896,1763454,95
5.2,110658,689,75,51,0.6,0.4,5,21332,6,6.2,6.8,5.4,6,2.8,3.4,49.2,72.6,1,139,1024010,95
0,45770,3693,118,110,0.8,2,0,27854,2,0,0,0,0.2,1,1.4,54.8,80.2,1,1057,1055381,90
1.6,278394,1290,136,79,1.2,0.8,62,22175,50,4.19,8.98,55.49,2,5.99,6.39,72.26,107.98,1,213,970344,91
0,485,313,9,14,0.2,0.2,0,11607,0,0,0,0,0,0.2,0.4,15.8,18,1,371,1730882,96
7.39,319646,5181,281,144,0.4,0.4,0,68764,1,26.75,34.73,56.69,3.19,18.36,26.15,37.92,96.01,1,161,1026603,86
0,22293,331,58,48,0.2,0.2,34,29719,35,0,0,0,0,0,0,15.6,16.8,1.2,1812,1763360,97
0,207530,3583,222,115,0.8,2.99,0,55930,3,0,0,0,0,0,0,41.72,64.87,3.2,1009,1629554,92
0,167969,2915,253,96,2.6,2.8,11,85311,16,0,0,0,0,29.6,32.4,211.8,364.6,1,883,1012941,81
0,1444,846,45,71,0.2,0.2,2,68532,7,0,0,0,0,0.6,0.8,17.03,20.84,2,655,1077505,95
2,2705,622,64,50,0.6,0.8,3,21780,4,2,2,0,1.4,2,2,43.4,68.2,2.3,303,1023552,96
0,175138,3510,375,310,4.19,1.8,7,78646,17,0,0,0,0,2.2,3.39,226.95,443.11,1.8,781,968909,78
0,603041,1839,203,129,0.8,1.2,78,462290,60,0,0,0,0.4,102.2,152.71,128.86,370.34,2823,77,23,0
0,36451,1395,204,85,5.6,3.8,0,28097,16,0,0,0,2.2,7.6,11,211.8,376.4,1.5,1044,1015834,85
0,114968,601,65,41,3,4.4,0,36935,3,0,0,0,0,2.2,2.8,265.6,231.8,1.4,2582,1820523,82
11.4,51717,1377,128,97,0.6,0.6,11,23905,12,18.4,49,129,3,2.2,2.4,109.2,138.8,1,189,1128397,90
3.4,160440,1598,164,126,0.4,0.4,1,77520,7,9.2,17.4,20.8,3.4,40.8,49,57.6,95.6,2,204,1129565,91
0,22035,277,30,25,0.4,0.4,2,6858,3,0,0,0,0,0,0,28.6,41,2.2,3361,1819552,97
0.8,9174,6450,157,157,0.4,0.6,0,54104,0,1,1,0,0,0.6,0.6,35.07,104.21,1,180,1017812,92
0.6,455277,5423,585,508,8.18,2.2,0,27670,11,0.6,0.6,0,1.6,1.8,2.99,413.77,589.82,4.4,276,1706392,70
0,837479,3467,567,446,8.4,3.2,0,24967,10,0,0,0,0,0.6,0.8,427.4,623,5,2972,1762784,69
6.19,38998,2532,166,125,0.6,0.8,6,80415,65,20.16,27.35,36.13,1,21.36,22.75,61.88,183.83,1,342,1036602,81
2.61,34793,1993,132,116,1.2,1.6,13,60597,15,2.61,2.61,0,0.4,4.61,4.61,86.17,145.89,1,305,991550,92
0,196390,3396,212,144,0.6,2.2,2,92323,6,0,0,0,0,5.2,10,35.4,42,4,1874,1533405,89
0,130884,2237,173,123,7.8,4.4,1,17590,8,0,0,0,0,7.8,8,338.8,625.2,1,665,1032821,81
1.8,34508,1375,108,81,2,2,0,22602,6,1.8,1.8,0,0.2,2,2.61,78.96,137.27,1.8,255,1114565,91
0,153878,2525,312,208,3.8,1.4,0,59652,6,0,0,0,0,6.6,12.2,195.2,277.6,1,623,1066800,86
0,191141,788,102,48,0.2,0.2,0,180333,0,0,0,0,0,2.4,4.8,15.4,18.6,3.2,449,1728448,97
0,10507,4083,143,150,0.2,0.2,0,4600,1,0,0,0,0,2.2,2.2,21.8,22.6,2,754,1448346,89
14.6,798352,4574,741,595,10.4,9,0,550111,18,83.4,211.6,460,2.4,18.4,53.2,570.2,1029.2,4.6,346,1022109,53
